Vehicle ID,Timestamp,Latitude,Longitude,Heading,Pattern ID,Route,Destination,Distance,Delay
7945,20240420 06:45,41.89377212524414,-87.61985778808594,175,18415,3,95th Red Line,0,false
7911,20240420 06:44,41.8809700012207,-87.62445068359375,179,18415,3,95th Red Line,8263,false
1442,20240420 06:40,41.77046251296997,-87.61545276641846,179,18415,3,95th Red Line,49985,false
8565,20240420 06:59,41.79145436744167,-87.6158447265625,358,18414,3,Michigan/Chicago,28558,false
1297,20240420 06:59,41.82949723868534,-87.6170012375404,359,18414,3,Michigan/Chicago,42498,false
1261,20240420 06:59,41.868668692452566,-87.62398311070034,0,18414,3,Michigan/Chicago,58309,false
1250,20240420 07:00,41.89673871994019,-87.62209453582764,89,18414,3,Michigan/Chicago,69081,false
7945,20240420 06:59,41.886917508881666,-87.62461853027344,180,18415,3,95th Red Line,6091,false
7911,20240420 07:00,41.847096058859755,-87.61773681640625,176,18415,3,95th Red Line,21968,false
1442,20240420 07:00,41.71765785217285,-87.62303771972657,345,18415,3,95th Red Line,73300,false
1442,20240420 07:14,41.72087860107422,-87.62371826171875,0,18414,3,Michigan/Chicago,0,false
1243,20240420 07:15,41.73282660812628,-87.61438751220703,358,18414,3,Michigan/Chicago,7091,false
8565,20240420 07:14,41.83089816931522,-87.61688232421875,0,18414,3,Michigan/Chicago,43012,false
1297,20240420 07:14,41.86631088256836,-87.62407490123402,358,18414,3,Michigan/Chicago,57344,false
1261,20240420 07:15,41.89623527526855,-87.62039413452149,180,18414,3,Michigan/Chicago,69708,false
7945,20240420 07:15,41.85278787612915,-87.62150955200195,87,18415,3,95th Red Line,19219,false
7911,20240420 07:14,41.81139516830444,-87.61670684814453,178,18415,3,95th Red Line,35038,false
1442,20240420 07:29,41.73450572674091,-87.61444840064415,358,18414,3,Michigan/Chicago,7704,false
1243,20240420 07:30,41.78120736152895,-87.61564599314043,358,18414,3,Michigan/Chicago,24813,false
8565,20240420 07:29,41.86581825723454,-87.62406158447266,2,18414,3,Michigan/Chicago,57165,false
1297,20240420 07:30,41.89484756057327,-87.62415705500422,0,18414,3,Michigan/Chicago,67826,false
